AllTiles,32,576,0,32,32,32,0,1,1,4294967295
AllTiles,64,576,0,32,32,32,0,1,1,4294967295
AllTiles,96,576,0,32,32,32,0,1,1,4294967295
AllTiles,128,576,0,32,32,32,0,1,1,4294967295
AllTiles,192,576,0,32,32,32,0,1,1,4294967295
AllTiles,224,576,0,32,32,32,0,1,1,4294967295
AllTiles,256,576,0,32,32,32,0,1,1,4294967295
AllTiles,288,576,0,32,32,32,0,1,1,4294967295
AllTiles,320,576,0,32,32,32,0,1,1,4294967295
AllTiles,352,576,0,32,32,32,0,1,1,4294967295
AllTiles,384,576,0,32,32,32,0,1,1,4294967295
AllTiles,416,576,0,32,32,32,0,1,1,4294967295
AllTiles,448,576,0,32,32,32,0,1,1,4294967295
AllTiles,480,576,0,32,32,32,0,1,1,4294967295
AllTiles,512,576,0,32,32,32,0,1,1,4294967295
AllTiles,544,576,0,32,32,32,0,1,1,4294967295
AllTiles,576,576,0,32,32,32,0,1,1,4294967295
AllTiles,608,576,0,32,32,32,0,1,1,4294967295
AllTiles,768,576,32,32,32,32,0,1,1,4294967295
AllTiles,768,544,32,32,32,32,0,1,1,4294967295
AllTiles,768,512,32,32,32,32,0,1,1,4294967295
AllTiles,768,480,32,32,32,32,0,1,1,4294967295
AllTiles,768,64,32,32,32,32,0,1,1,4294967295
AllTiles,768,32,32,32,32,32,0,1,1,4294967295
AllTiles,768,0,32,32,32,32,0,1,1,4294967295
AllTiles,736,0,32,32,32,32,0,1,1,4294967295
AllTiles,704,0,32,32,32,32,0,1,1,4294967295
AllTiles,672,0,32,32,32,32,0,1,1,4294967295
AllTiles,640,0,32,32,32,32,0,1,1,4294967295
AllTiles,608,0,32,32,32,32,0,1,1,4294967295
AllTiles,576,0,32,32,32,32,0,1,1,4294967295
AllTiles,544,0,32,32,32,32,0,1,1,4294967295
AllTiles,512,0,32,32,32,32,0,1,1,4294967295
AllTiles,480,0,32,32,32,32,0,1,1,4294967295
AllTiles,448,0,32,32,32,32,0,1,1,4294967295
AllTiles,416,0,32,32,32,32,0,1,1,4294967295
AllTiles,384,0,32,32,32,32,0,1,1,4294967295
AllTiles,352,0,32,32,32,32,0,1,1,4294967295
AllTiles,320,0,32,32,32,32,0,1,1,4294967295
AllTiles,288,0,32,32,32,32,0,1,1,4294967295
AllTiles,256,0,32,32,32,32,0,1,1,4294967295
AllTiles,224,0,32,32,32,32,0,1,1,4294967295
AllTiles,192,0,32,32,32,32,0,1,1,4294967295
AllTiles,160,0,32,32,32,32,0,1,1,4294967295
AllTiles,128,0,32,32,32,32,0,1,1,4294967295
AllTiles,96,0,32,32,32,32,0,1,1,4294967295
AllTiles,64,0,32,32,32,32,0,1,1,4294967295
AllTiles,32,0,32,32,32,32,0,1,1,4294967295
AllTiles,0,0,32,32,32,32,0,1,1,4294967295
AllTiles,0,32,32,32,32,32,0,1,1,4294967295
AllTiles,0,64,32,32,32,32,0,1,1,4294967295
AllTiles,0,96,32,32,32,32,0,1,1,4294967295
AllTiles,0,128,32,32,32,32,0,1,1,4294967295
AllTiles,0,160,32,32,32,32,0,1,1,4294967295
AllTiles,0,192,32,32,32,32,0,1,1,4294967295
