bg_Megaman,96,160,0,0,128,128,0,1,1,4294967295
bg_Megaman,96,288,0,0,128,128,0,1,1,4294967295
bg_Megaman,336,160,0,0,128,128,0,1,1,4294967295
bg_Megaman,336,288,0,0,128,128,0,1,1,4294967295
bg_Megaman,576,160,0,0,128,128,0,1,1,4294967295
bg_Megaman,576,288,0,0,128,128,0,1,1,4294967295
AllTiles,32,576,0,0,32,32,0,1,1,4294967295
AllTiles,64,576,0,0,32,32,0,1,1,4294967295
AllTiles,96,576,0,0,32,32,0,1,1,4294967295
AllTiles,128,576,0,0,32,32,0,1,1,4294967295
AllTiles,160,576,0,0,32,32,0,1,1,4294967295
AllTiles,192,576,0,0,32,32,0,1,1,4294967295
AllTiles,224,576,0,0,32,32,0,1,1,4294967295
AllTiles,256,576,0,0,32,32,0,1,1,4294967295
AllTiles,288,576,0,0,32,32,0,1,1,4294967295
AllTiles,320,576,0,0,32,32,0,1,1,4294967295
AllTiles,352,576,0,0,32,32,0,1,1,4294967295
AllTiles,384,576,0,0,32,32,0,1,1,4294967295
AllTiles,416,576,0,0,32,32,0,1,1,4294967295
AllTiles,448,576,0,0,32,32,0,1,1,4294967295
AllTiles,480,576,0,0,32,32,0,1,1,4294967295
AllTiles,512,576,0,0,32,32,0,1,1,4294967295
AllTiles,544,576,0,0,32,32,0,1,1,4294967295
AllTiles,576,576,0,0,32,32,0,1,1,4294967295
AllTiles,608,576,0,0,32,32,0,1,1,4294967295
AllTiles,640,576,0,0,32,32,0,1,1,4294967295
AllTiles,672,576,0,0,32,32,0,1,1,4294967295
AllTiles,704,576,0,0,32,32,0,1,1,4294967295
AllTiles,736,576,0,0,32,32,0,1,1,4294967295
AllTiles,768,0,32,0,32,32,0,1,1,4294967295
AllTiles,768,32,32,0,32,32,0,1,1,4294967295
AllTiles,768,64,32,0,32,32,0,1,1,4294967295
AllTiles,768,96,32,0,32,32,0,1,1,4294967295
AllTiles,768,128,32,0,32,32,0,1,1,4294967295
AllTiles,768,160,32,0,32,32,0,1,1,4294967295
AllTiles,768,192,32,0,32,32,0,1,1,4294967295
AllTiles,768,224,32,0,32,32,0,1,1,4294967295
AllTiles,768,256,32,0,32,32,0,1,1,4294967295
AllTiles,768,576,32,0,32,32,0,1,1,4294967295
AllTiles,768,544,32,0,32,32,0,1,1,4294967295
AllTiles,768,512,32,0,32,32,0,1,1,4294967295
AllTiles,768,480,32,0,32,32,0,1,1,4294967295
AllTiles,768,448,32,0,32,32,0,1,1,4294967295
AllTiles,768,416,32,0,32,32,0,1,1,4294967295
AllTiles,768,384,32,0,32,32,0,1,1,4294967295
AllTiles,768,352,32,0,32,32,0,1,1,4294967295
AllTiles,768,320,32,0,32,32,0,1,1,4294967295
AllTiles,768,288,32,0,32,32,0,1,1,4294967295
AllTiles,736,0,32,0,32,32,0,1,1,4294967295
AllTiles,704,0,32,0,32,32,0,1,1,4294967295
AllTiles,672,0,32,0,32,32,0,1,1,4294967295
AllTiles,640,0,32,0,32,32,0,1,1,4294967295
AllTiles,608,0,32,0,32,32,0,1,1,4294967295
AllTiles,576,0,32,0,32,32,0,1,1,4294967295
AllTiles,544,0,32,0,32,32,0,1,1,4294967295
AllTiles,512,0,32,0,32,32,0,1,1,4294967295
AllTiles,480,0,32,0,32,32,0,1,1,4294967295
AllTiles,448,0,32,0,32,32,0,1,1,4294967295
AllTiles,416,0,32,0,32,32,0,1,1,4294967295
AllTiles,384,0,32,0,32,32,0,1,1,4294967295
AllTiles,352,0,32,0,32,32,0,1,1,4294967295
AllTiles,320,0,32,0,32,32,0,1,1,4294967295
AllTiles,288,0,32,0,32,32,0,1,1,4294967295
AllTiles,256,0,32,0,32,32,0,1,1,4294967295
AllTiles,224,0,32,0,32,32,0,1,1,4294967295
AllTiles,192,0,32,0,32,32,0,1,1,4294967295
AllTiles,160,0,32,0,32,32,0,1,1,4294967295
AllTiles,128,0,32,0,32,32,0,1,1,4294967295
AllTiles,96,0,32,0,32,32,0,1,1,4294967295
AllTiles,64,0,32,0,32,32,0,1,1,4294967295
AllTiles,32,0,32,0,32,32,0,1,1,4294967295
AllTiles,0,0,32,0,32,32,0,1,1,4294967295
AllTiles,0,32,32,0,32,32,0,1,1,4294967295
AllTiles,0,64,32,0,32,32,0,1,1,4294967295
AllTiles,0,96,32,0,32,32,0,1,1,4294967295
AllTiles,0,128,32,0,32,32,0,1,1,4294967295
AllTiles,0,160,32,0,32,32,0,1,1,4294967295
AllTiles,0,192,32,0,32,32,0,1,1,4294967295
AllTiles,0,224,32,0,32,32,0,1,1,4294967295
AllTiles,0,256,32,0,32,32,0,1,1,4294967295
AllTiles,0,288,32,0,32,32,0,1,1,4294967295
AllTiles,0,320,32,0,32,32,0,1,1,4294967295
AllTiles,0,352,32,0,32,32,0,1,1,4294967295
AllTiles,0,384,32,0,32,32,0,1,1,4294967295
AllTiles,0,416,32,0,32,32,0,1,1,4294967295
AllTiles,0,448,32,0,32,32,0,1,1,4294967295
AllTiles,0,480,32,0,32,32,0,1,1,4294967295
AllTiles,0,512,32,0,32,32,0,1,1,4294967295
AllTiles,0,544,32,0,32,32,0,1,1,4294967295
AllTiles,0,576,32,0,32,32,0,1,1,4294967295
AllTiles,96,416,0,96,32,32,0,1,1,4294967295
AllTiles,128,416,0,96,32,32,0,1,1,4294967295
AllTiles,160,416,0,96,32,32,0,1,1,4294967295
AllTiles,192,416,0,96,32,32,0,1,1,4294967295
AllTiles,96,128,0,96,32,32,0,1,1,4294967295
AllTiles,128,128,0,96,32,32,0,1,1,4294967295
AllTiles,160,128,0,96,32,32,0,1,1,4294967295
AllTiles,192,128,0,96,32,32,0,1,1,4294967295
AllTiles,64,160,32,64,32,32,0,1,1,4294967295
AllTiles,64,192,32,64,32,32,0,1,1,4294967295
AllTiles,64,224,32,64,32,32,0,1,1,4294967295
AllTiles,64,256,32,64,32,32,0,1,1,4294967295
AllTiles,64,288,32,64,32,32,0,1,1,4294967295
AllTiles,64,320,32,64,32,32,0,1,1,4294967295
AllTiles,64,352,32,64,32,32,0,1,1,4294967295
AllTiles,64,384,32,64,32,32,0,1,1,4294967295
AllTiles,224,160,32,64,32,32,0,1,1,4294967295
AllTiles,224,192,32,64,32,32,0,1,1,4294967295
AllTiles,224,224,32,64,32,32,0,1,1,4294967295
