AllTiles,256,576,0,0,32,32,0,1,1,4294967295
AllTiles,288,576,0,0,32,32,0,1,1,4294967295
AllTiles,320,576,0,0,32,32,0,1,1,4294967295
AllTiles,352,576,0,0,32,32,0,1,1,4294967295
AllTiles,384,576,0,0,32,32,0,1,1,4294967295
AllTiles,416,576,0,0,32,32,0,1,1,4294967295
AllTiles,480,576,0,0,32,32,0,1,1,4294967295
AllTiles,512,576,0,0,32,32,0,1,1,4294967295
AllTiles,576,576,0,0,32,32,0,1,1,4294967295
AllTiles,608,576,0,0,32,32,0,1,1,4294967295
AllTiles,640,576,0,0,32,32,0,1,1,4294967295
AllTiles,672,576,0,0,32,32,0,1,1,4294967295
AllTiles,704,576,0,0,32,32,0,1,1,4294967295
AllTiles,736,576,0,0,32,32,0,1,1,4294967295
AllTiles,0,0,32,0,32,32,0,1,1,4294967295
AllTiles,0,32,32,0,32,32,0,1,1,4294967295
AllTiles,0,64,32,0,32,32,0,1,1,4294967295
AllTiles,0,96,32,0,32,32,0,1,1,4294967295
AllTiles,0,128,32,0,32,32,0,1,1,4294967295
AllTiles,0,160,32,0,32,32,0,1,1,4294967295
AllTiles,0,192,32,0,32,32,0,1,1,4294967295
AllTiles,0,224,32,0,32,32,0,1,1,4294967295
AllTiles,0,256,32,0,32,32,0,1,1,4294967295
AllTiles,0,288,32,0,32,32,0,1,1,4294967295
AllTiles,0,320,32,0,32,32,0,1,1,4294967295
AllTiles,0,352,32,0,32,32,0,1,1,4294967295
AllTiles,0,384,32,0,32,32,0,1,1,4294967295
AllTiles,0,416,32,0,32,32,0,1,1,4294967295
AllTiles,0,448,32,0,32,32,0,1,1,4294967295
AllTiles,224,576,32,0,32,32,0,1,1,4294967295
AllTiles,224,544,32,0,32,32,0,1,1,4294967295
AllTiles,224,512,32,0,32,32,0,1,1,4294967295
AllTiles,224,480,32,0,32,32,0,1,1,4294967295
AllTiles,224,448,32,0,32,32,0,1,1,4294967295
AllTiles,224,416,32,0,32,32,0,1,1,4294967295
AllTiles,224,384,32,0,32,32,0,1,1,4294967295
AllTiles,224,288,32,0,32,32,0,1,1,4294967295
