block,0,0,0038BA13,0,1,1,4294967295,0,0
block,0,32,00064EE5,0,1,1,4294967295,0,0
block,0,64,000A0DA1,0,1,1,4294967295,0,0
block,0,96,002C3B1C,0,1,1,4294967295,0,0
block,0,128,0020134A,0,1,1,4294967295,0,0
block,0,160,00146B84,0,1,1,4294967295,0,0
block,0,192,001FB0FA,0,1,1,4294967295,0,0
block,0,224,00157FD4,0,1,1,4294967295,0,0
block,0,256,00190FBE,0,1,1,4294967295,0,0
block,0,288,001213E4,0,1,1,4294967295,0,0
block,0,320,003B82FC,0,1,1,4294967295,0,0
block,0,352,003B24F4,0,1,1,4294967295,0,0
block,0,384,000A441D,0,1,1,4294967295,0,0
block,0,416,00005A5A,0,1,1,4294967295,0,0
block,0,448,00108F83,0,1,1,4294967295,0,0
block,0,480,0033D972,0,1,1,4294967295,0,0
block,0,512,0006A7A6,0,1,1,4294967295,0,0
block,0,544,0009B4B2,0,1,1,4294967295,0,0
block,0,576,001E10B2,0,1,1,4294967295,0,0
block,32,576,0001789B,0,1,1,4294967295,0,0
block,64,576,00320C71,0,1,1,4294967295,0,0
block,96,576,0014750D,0,1,1,4294967295,0,0
block,128,576,00186802,0,1,1,4294967295,0,0
block,160,576,0022D8EF,0,1,1,4294967295,0,0
block,192,576,0004F49C,0,1,1,4294967295,0,0
block,224,576,00368DF8,0,1,1,4294967295,0,0
block,256,576,0036E17E,0,1,1,4294967295,0,0
block,288,576,000BA1C5,0,1,1,4294967295,0,0
block,320,576,001A4C33,0,1,1,4294967295,0,0
block,352,576,000B67A6,0,1,1,4294967295,0,0
block,384,576,002F7080,0,1,1,4294967295,0,0
block,32,0,0012CDC6,0,1,1,4294967295,0,0
block,64,0,0036FDA9,0,1,1,4294967295,0,0
block,96,0,000237D0,0,1,1,4294967295,0,0
block,128,0,000403AD,0,1,1,4294967295,0,0
block,160,0,002B68FD,0,1,1,4294967295,0,0
block,192,0,0019B084,0,1,1,4294967295,0,0
block,224,0,0002B161,0,1,1,4294967295,0,0
block,256,0,000D904C,0,1,1,4294967295,0,0
block,288,0,0017C4EA,0,1,1,4294967295,0,0
block,320,0,00266FCF,0,1,1,4294967295,0,0
block,384,0,00204F64,0,1,1,4294967295,0,0
block,352,0,00038C14,0,1,1,4294967295,0,0
block,416,576,0010FE5A,0,1,1,4294967295,0,0
block,448,576,00132671,0,1,1,4294967295,0,0
block,480,576,001B9AB5,0,1,1,4294967295,0,0
block,512,576,0012429A,0,1,1,4294967295,0,0
block,544,576,002BEB75,0,1,1,4294967295,0,0
block,576,576,0010F1C7,0,1,1,4294967295,0,0
block,608,576,000704D8,0,1,1,4294967295,0,0
block,640,576,001AAE06,0,1,1,4294967295,0,0
block,672,576,00183E66,0,1,1,4294967295,0,0
block,704,576,00348F9B,0,1,1,4294967295,0,0
block,736,576,003041BA,0,1,1,4294967295,0,0
block,768,576,000E1C42,0,1,1,4294967295,0,0
block,768,544,0025E3DC,0,1,1,4294967295,0,0
block,768,512,00373EBA,0,1,1,4294967295,0,0
block,768,480,0000CA0C,0,1,1,4294967295,0,0
block,768,448,00233926,0,1,1,4294967295,0,0
block,768,352,0007AC1D,0,1,1,4294967295,0,0
block,768,320,0037CD48,0,1,1,4294967295,0,0
block,768,288,001D4C5B,0,1,1,4294967295,0,0
block,768,384,0032B74B,0,1,1,4294967295,0,0
block,768,416,00239D1A,0,1,1,4294967295,0,0
block,768,256,00304574,0,1,1,4294967295,0,0
block,768,224,000E73C5,0,1,1,4294967295,0,0
block,768,192,001CB01E,0,1,1,4294967295,0,0
block,768,160,0005E2A3,0,1,1,4294967295,0,0
block,768,128,00297E02,0,1,1,4294967295,0,0
block,768,96,001FB0EE,0,1,1,4294967295,0,0
block,768,64,00248958,0,1,1,4294967295,0,0
block,768,32,00284553,0,1,1,4294967295,0,0
block,768,0,000241E0,0,1,1,4294967295,0,0
block,736,0,001ED7B5,0,1,1,4294967295,0,0
block,704,0,0000F85A,0,1,1,4294967295,0,0
block,672,0,00014B75,0,1,1,4294967295,0,0
block,640,0,0032A0FB,0,1,1,4294967295,0,0
block,608,0,00052EBE,0,1,1,4294967295,0,0
block,576,0,00331FD7,0,1,1,4294967295,0,0
block,544,0,002EBE6A,0,1,1,4294967295,0,0
block,512,0,003EBC44,0,1,1,4294967295,0,0
block,480,0,001A393D,0,1,1,4294967295,0,0
block,448,0,003DC163,0,1,1,4294967295,0,0
block,416,0,000CE5D9,0,1,1,4294967295,0,0
camera,32,32,0025F633,0,1,1,4294967295,0,0
objgameclear,32,544,0032D2D6,0,1,1,4294967295,0,0
objgameclear,64,544,0032B7B4,0,1,1,4294967295,0,0
objgameclear,96,544,00300524,0,1,1,4294967295,0,0
objgameclear,128,544,00204F73,0,1,1,4294967295,0,0
objgameclear,160,544,0001CC8B,0,1,1,4294967295,0,0
objgameclear,192,544,000F8F6F,0,1,1,4294967295,0,0
objgameclear,224,544,0030718B,0,1,1,4294967295,0,0
objgameclear,256,544,001281E1,0,1,1,4294967295,0,0
objgameclear,288,544,003CC64B,0,1,1,4294967295,0,0
objgameclear,320,544,003BF320,0,1,1,4294967295,0,0
objgameclear,352,544,001D8ADE,0,1,1,4294967295,0,0
objgameclear,416,544,00317DDE,0,1,1,4294967295,0,0
objgameclear,448,544,0023502C,0,1,1,4294967295,0,0
objgameclear,480,544,00056939,0,1,1,4294967295,0,0
